,Store_ID,Store_Size,Weekly_Sales,Normalized_Weekly_Sales
2012-01-15,2,202307,1744725.4800000002,1.2364565825520513
2012-01-22,2,202307,1711769.11,1.1780567238023185
2012-01-29,2,202307,1660906.14,1.0879257335387698
2012-02-05,2,202307,1935299.9399999997,1.5741612977651211
2012-02-12,2,202307,2103322.68,1.8719035637593155
2012-02-19,2,202307,2196688.4599999995,2.037351043686825
2012-02-26,2,202307,1861802.7000000004,1.44392157674927
2012-03-04,2,202307,1952555.66,1.6047390467898148
2012-03-11,2,202307,1937628.2599999998,1.5782871635423343
2012-03-18,2,202307,1976082.1300000001,1.646428787646585
2012-03-25,2,202307,1790439.1600000001,1.3174628479547785
2012-04-01,2,202307,1857480.8399999996,1.4362630872513014
2012-04-08,2,202307,2129035.91,1.917468321042942
2012-04-15,2,202307,1935869.1,1.575169869510311
2012-04-22,2,202307,1847344.4500000002,1.4183010439731076
2012-04-29,2,202307,1764133.0899999996,1.2708475571244895
2012-05-06,2,202307,1923957.0900000003,1.5540613644951835
2012-05-13,2,202307,1917520.99,1.5426563665873687
2012-05-20,2,202307,2000940.6699999995,1.6904790038786683
2012-05-27,2,202307,1912791.0899999999,1.5342748157096364
2012-06-03,2,202307,1910092.3700000003,1.5294925879702024
2012-06-10,2,202307,2010216.49,1.7069160865363755
2012-06-17,2,202307,1962924.2999999998,1.6231126453210494
2012-06-24,2,202307,1887733.2099999993,1.489871361913973
2012-07-01,2,202307,1881046.1200000008,1.4780216008071927
2012-07-08,2,202307,2041507.4000000004,1.7623646909837287
2012-07-15,2,202307,1830075.1299999997,1.387699195265135
2012-07-22,2,202307,1819666.46,1.3692546621514285
2012-07-29,2,202307,1757923.88,1.2598446163592472
2012-08-05,2,202307,1946104.6400000008,1.5933076101118178
2012-08-12,2,202307,1866719.9599999997,1.4526351362048675
2012-08-19,2,202307,1928016.0100000005,1.5612539149695372
2012-08-26,2,202307,1876788.15,1.470476326659565
2012-09-02,2,202307,1947083.3000000003,1.595041830408652
2012-09-09,2,202307,1898777.07,1.5094414742792568
2012-09-16,2,202307,1814806.6300000001,1.360642870696614
2012-09-23,2,202307,1829415.6700000006,1.386530608711123
2012-09-30,2,202307,1746470.5600000003,1.2395489263237407
2012-10-07,2,202307,1998321.0400000005,1.6858369264297108
2012-10-14,2,202307,1900745.1300000001,1.5129289465345752
2012-10-21,2,202307,1847990.4100000008,1.419445708047398
2012-10-28,2,202307,1834458.35,1.39546641686354
2010-02-07,3,37392,461622.22,-1.037247989441817
2010-02-14,3,37392,420728.96,-1.10971229931017
2010-02-21,3,37392,421642.1899999999,-1.1080940232984
2010-02-28,3,37392,407204.86,-1.1336774850911666
2010-03-07,3,37392,415202.04,-1.1195061979501315
2010-03-14,3,37392,384200.69000000006,-1.1744416917879246
2010-03-21,3,37392,375328.58999999997,-1.190163368259378
2010-03-28,3,37392,359949.27,-1.2174160698059056
2010-04-04,3,37392,423294.3999999998,-1.1051662484668612
2010-04-11,3,37392,415870.27999999997,-1.1183220529241193
2010-04-18,3,37392,354993.25999999995,-1.2261982956384916
2010-04-25,3,37392,339976.65000000014,-1.2528082621760628
2010-05-02,3,37392,361248.38999999984,-1.2151139830014746
2010-05-09,3,37392,399323.8600000002,-1.1476428971437267
2010-05-16,3,37392,384357.94000000006,-1.1741630392000213
2010-05-23,3,37392,343763.1700000001,-1.2460984141814857
2010-05-30,3,37392,350089.22999999986,-1.2348884110639604
2010-06-06,3,37392,396968.79999999993,-1.1518161471511505
2010-06-13,3,37392,355017.08999999985,-1.226156068031689
2010-06-20,3,37392,364076.85,-1.2101018513717083
2010-06-27,3,37392,357346.4800000001,-1.2220283061764527
2010-07-04,3,37392,381151.72000000015,-1.1798445749735473
2010-07-11,3,37392,349214.18,-1.236439030758998
2010-07-18,3,37392,352728.7799999999,-1.2302110346671407
2010-07-25,3,37392,352864.49,-1.2299705517246644
2010-08-01,3,37392,347955.05,-1.2386702538623782
2010-08-08,3,37392,402635.7599999999,-1.1417740926548456
2010-08-15,3,37392,339597.37999999983,-1.2534803420934817
2010-08-22,3,37392,351728.2100000002,-1.2319840802625506
2010-08-29,3,37392,362134.09000000014,-1.213544491127987
2010-09-05,3,37392,366473.9699999999,-1.2058540695496764
2010-09-12,3,37392,352260.9700000001,-1.2310400106108415
2010-09-19,3,37392,363064.6400000001,-1.2118955234607478
2010-09-26,3,37392,355626.87,-1.2250755162030615
2010-10-03,3,37392,358784.1,-1.2194807924504028
2010-10-10,3,37392,395107.3500000001,-1.1551147026980655
2010-10-17,3,37392,345584.38999999996,-1.2428711476241503
2010-10-24,3,37392,348895.9800000001,-1.2370028924662844
2010-10-31,3,37392,348591.74,-1.2375420165575002
2010-11-07,3,37392,423175.5600000002,-1.1053768371698582
2010-11-14,3,37392,386635.0299999999,-1.1701279548032744
2010-11-21,3,37392,372545.3200000001,-1.1950954216033098
2010-11-28,3,37392,565567.8400000001,-0.8530526570780465
2010-12-05,3,37392,476420.77,-1.0110244329730416
2010-12-12,3,37392,467642.02999999997,-1.0265806722069326
2010-12-19,3,37392,498159.3900000001,-0.9725028258477992
2010-12-26,3,37392,605990.41,-0.7814224266157359
2011-01-02,3,37392,382677.76,-1.177140377865479
2011-01-09,3,37392,378241.33999999997,-1.1850018717543536
2011-01-16,3,37392,381061.1,-1.1800051568337435
2011-01-23,3,37392,350876.70000000007,-1.233492986241091
2011-01-30,3,37392,364866.24,-1.208703024240612
2011-02-06,3,37392,438516.53000000014,-1.0781920931861038
2011-02-13,3,37392,430526.21,-1.092351224163368
2011-02-20,3,37392,432782.1,-1.0883537069199658
2011-02-27,3,37392,397211.1899999999,-1.151386623457784
2011-03-06,3,37392,437084.51,-1.0807296835131575
2011-03-13,3,37392,404753.3,-1.1380217365277323
2011-03-20,3,37392,392109.5100000001,-1.1604269817067758
2011-03-27,3,37392,380683.67000000004,-1.1806739762057772
2011-04-03,3,37392,374556.0800000001,-1.1915322834306405
2011-04-10,3,37392,384075.31000000006,-1.1746638696033225
2011-04-17,3,37392,366250.6899999998,-1.2062497296439663
2011-04-24,3,37392,391860.04000000004,-1.1608690514117312
2011-05-01,3,37392,367405.3999999999,-1.2042035424911666
2011-05-08,3,37392,413042.11999999994,-1.123333652943225
2011-05-15,3,37392,386312.68000000005,-1.1706991704580316
2011-05-22,3,37392,364603.1299999999,-1.209169264510267
2011-05-29,3,37392,369350.60000000003,-1.2007565789681818
2011-06-05,3,37392,394507.84,-1.1561770557217466
2011-06-12,3,37392,391638.75000000006,-1.1612611851553059
2011-06-19,3,37392,403423.33999999985,-1.1403784729080682
2011-06-26,3,37392,385520.70999999985,-1.172102569440809
2011-07-03,3,37392,368962.72000000003,-1.2014439161115582
2011-07-10,3,37392,395146.23999999976,-1.1550457882361038
2011-07-17,3,37392,373454.3300000002,-1.193484623581498
2011-07-24,3,37392,360617.3699999999,-1.2162321728648684
2011-07-31,3,37392,345381.2899999998,-1.2432310480413404
2011-08-07,3,37392,409981.2500000001,-1.128757623351716
2011-08-14,3,37392,380376.85000000003,-1.1812176721486736
2011-08-21,3,37392,379716.9100000001,-1.182387109279744
2011-08-28,3,37392,366367.55000000016,-1.2060426495713275
2011-09-04,3,37392,375988.6900000001,-1.1889936476026213
2011-09-11,3,37392,377347.4899999999,-1.1865858057174525
2011-09-18,3,37392,375629.50999999995,-1.1896301273261387
2011-09-25,3,37392,365248.9399999998,-1.2080248662413082
2011-10-02,3,37392,368477.93,-1.2023029812186463
2011-10-09,3,37392,403342.39999999997,-1.1405219014642833
2011-10-16,3,37392,368282.57,-1.202649166080794
2011-10-23,3,37392,394976.3600000001,-1.1553468216328153
2011-10-30,3,37392,389540.6199999999,-1.164979146072682
2011-11-06,3,37392,459443.2200000001,-1.0411092548729206
2011-11-13,3,37392,407764.2499999999,-1.132686226133156
2011-11-20,3,37392,398838.97000000003,-1.1485021394543686
2011-11-27,3,37392,556925.1899999998,-0.8683677399959586
2011-12-04,3,37392,472511.32000000007,-1.0179521172959551
2011-12-11,3,37392,468772.80000000005,-1.0245769075848448
2011-12-18,3,37392,510747.6199999998,-0.9501960349630891
2011-12-25,3,37392,551221.21,-0.8784753952477747
2012-01-01,3,37392,410553.8800000001,-1.12774290264322
2012-01-08,3,37392,398178.21000000014,-1.1496730296545776
2012-01-15,3,37392,367438.6200000002,-1.2041446754706882
2012-01-22,3,37392,365818.61000000004,-1.2070153907579957
2012-01-29,3,37392,349518.1,-1.2359004737191535
2012-02-05,3,37392,424960.66,-1.1022135765360526
2012-02-12,3,37392,473292.47000000015,-1.0165678917376682
2012-02-19,3,37392,475591.08,-1.0124946731362046
2012-02-26,3,37392,418925.47000000015,-1.1129081476774674
2012-03-04,3,37392,469752.55999999994,-1.0228407380489208
2012-03-11,3,37392,445162.04999999993,-1.0664159955965176
2012-03-18,3,37392,411775.79999999993,-1.125577616982103
2012-03-25,3,37392,413907.25,-1.1218006118406956
2012-04-01,3,37392,407488.8399999999,-1.1331742624398933
2012-04-08,3,37392,503232.1299999999,-0.963513750307195
2012-04-15,3,37392,420789.7399999999,-1.1096045949903435
2012-04-22,3,37392,434822.1299999999,-1.0847387012671827
2012-04-29,3,37392,394616.1099999999,-1.1559851974343556
2012-05-06,3,37392,439913.5699999999,-1.0757164886620707
2012-05-13,3,37392,431985.36000000016,-1.0897655585122454
2012-05-20,3,37392,418112.75999999995,-1.114348298677244
2012-05-27,3,37392,413701.29,-1.1221655802795163
2012-06-03,3,37392,432268.53,-1.0892637712097557
2012-06-10,3,37392,446336.7999999999,-1.0643342968515939
2012-06-17,3,37392,442074.79000000015,-1.0718867300227815
2012-06-24,3,37392,419497.9500000001,-1.1118936927743015
2012-07-01,3,37392,422965.3300000001,-1.1057493722004141
2012-07-08,3,37392,411206.5,-1.126586436812267
2012-07-15,3,37392,416913.0999999999,-1.1164741388273487
2012-07-22,3,37392,432424.8500000001,-1.0889867666149
2012-07-29,3,37392,389427.89999999997,-1.1651788899182047
2012-08-05,3,37392,419990.2899999998,-1.1110212487989237
2012-08-12,3,37392,391811.60000000003,-1.160954888813054
2012-08-19,3,37392,394918.8299999998,-1.1554487668371534
2012-08-26,3,37392,412449.66999999987,-1.1243834953960277
2012-09-02,3,37392,408838.73000000004,-1.130782209391342
2012-09-09,3,37392,408229.73,-1.1318613790322518
2012-09-16,3,37392,407589.1599999999,-1.1329964918350064
2012-09-23,3,37392,414392.09,-1.1209414581318307
2012-09-30,3,37392,389813.02000000014,-1.1644964435929053
2012-10-07,3,37392,443557.64999999997,-1.0692590494091212
2012-10-14,3,37392,410804.3899999999,-1.1272989900213084
2012-10-21,3,37392,424513.08000000025,-1.1030067042008769
2012-10-28,3,37392,405432.70000000007,-1.1368178155851476
2010-02-07,4,205863,2135143.87,1.9282918432102503
2010-02-14,4,205863,2188307.39,2.0224994898242006
2010-02-21,4,205863,2049860.259999999,1.7771662557239054
2010-02-28,4,205863,1925728.84,1.5572009684545949
2010-03-07,4,205863,1971057.4400000004,1.6375248584134452
2010-03-14,4,205863,1894324.09,1.5015506354819201
2010-03-21,4,205863,1897429.3599999999,1.507053284268172
2010-03-28,4,205863,1762539.2999999998,1.2680233046089144
2010-04-04,4,205863,1979247.12,1.6520372623949968
2010-04-11,4,205863,1818452.72,1.367103871740989
2010-04-18,4,205863,1851519.69,1.4256997176209099
2010-04-25,4,205863,1802677.9000000004,1.339150330140308
2010-05-02,4,205863,1817273.28,1.3650138621494052
2010-05-09,4,205863,2000626.1400000001,1.6899216455417971
2010-05-16,4,205863,1875597.28,1.4683660627018147
2010-05-23,4,205863,1903752.6,1.518258290245489
2010-05-30,4,205863,1857533.7000000002,1.4363567570496907
2010-06-06,4,205863,1903290.5800000003,1.517439574387537
2010-06-13,4,205863,1870619.230000001,1.4595447812060354
2010-06-20,4,205863,1929736.35,1.564302418582086
2010-06-27,4,205863,1846651.9499999997,1.4170739093650115
2010-07-04,4,205863,1881337.2100000002,1.47853742263112
2010-07-11,4,205863,1812208.2199999997,1.35603839584171
2010-07-18,4,205863,1898427.6600000001,1.5088223073429183
2010-07-25,4,205863,1848426.7800000003,1.4202189711938726
2010-08-01,4,205863,1796637.6100000006,1.3284467216176639
2010-08-08,4,205863,1907638.58,1.5251443848943926
2010-08-15,4,205863,2007050.7499999995,1.7013062827613115
2010-08-22,4,205863,1997181.0899999994,1.6838168945214083
2010-08-29,4,205863,1848403.92,1.4201784624615383
2010-09-05,4,205863,1935857.58,1.5751494556609458
2010-09-12,4,205863,1865820.8100000003,1.4510418104534335
2010-09-19,4,205863,1899959.6100000008,1.511536977181001
2010-09-26,4,205863,1810684.6800000002,1.35333862882248
2010-10-03,4,205863,1842821.0199999998,1.4102853652723184
2010-10-10,4,205863,1951494.850000001,1.6028592537737685
2010-10-17,4,205863,1867345.0900000003,1.4537428887789603
2010-10-24,4,205863,1927610.0599999998,1.5605345571440397
2010-10-31,4,205863,1933333.0000000002,1.5706758101896032
2010-11-07,4,205863,2013115.7900000003,1.7120537491634522
2010-11-14,4,205863,1999794.2600000005,1.6884475246208126
2010-11-21,4,205863,2097809.4,1.8621338356840529
2010-11-28,4,205863,2789469.45,3.0877800225314838
2010-12-05,4,205863,2102530.1699999995,1.8704992078773481
2010-12-12,4,205863,2302504.8600000003,2.224861464689055
2010-12-19,4,205863,2740057.1400000006,3.000219653337365
2010-12-26,4,205863,3526713.3900000006,4.394202482289535
2011-01-02,4,205863,1794868.74,1.3253122211205923
2011-01-09,4,205863,1862476.27,1.445115166724684
2011-01-16,4,205863,1865502.4600000002,1.4504776829408166
2011-01-23,4,205863,1886393.9400000004,1.4874981278828074
2011-01-30,4,205863,1814240.8499999999,1.3596402884315333
